文件名,模态,真实攻击类型,攻击手法,预测攻击类型,是否预测正确,Confidence
DoS_GoldenEye_10127.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
Infiltration_NMAP-Portscan_1153.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9448
scion_Infiltration_Dropbox_3573.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9685
ipv6_Benign_24292.pcap,ipv6,Benign,,Botnet,? 错误,0.8106
ipv6_BruteForce_SSH-Patator_730.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9293
mpls_Benign_3166.pcap,mpls,Benign,,Benign,? 正确,0.9541
mpls_Benign_12834.pcap,mpls,Benign,,Benign,? 正确,0.8549
geo_DDoS_LOIC-UDP_1032.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
Infiltration_NMAP-Portscan_2416.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9724
scion_Botnet_Ares_31.pcap,scion,Botnet,Ares,Botnet,? 正确,0.9148
mpls_Botnet_Screenshots_708.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9162
ipv6_DDoS_LOIC-HTTP_2781.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
mpls_Benign_8272.pcap,mpls,Benign,,Benign,? 正确,0.9758
mpls_DoS_Hulk_7596.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9948
scion_BruteForce_SSH-Patator_2382.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9646
mpls_Botnet_Ares_2321.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.8981
mpls_Benign_13214.pcap,mpls,Benign,,Benign,? 正确,0.9736
mpls_Benign_6133.pcap,mpls,Benign,,Benign,? 正确,0.9831
ipv6_DoS_GoldenEye_25190.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
scion_Benign_22479.pcap,scion,Benign,,Benign,? 正确,0.8299
scion_BruteForce_SSH-Patator_3637.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9622
geo_DoS_GoldenEye_20628.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9893
mpls_Botnet_Screenshots_3160.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9013
ipv6_DoS_Hulk_1220.pcap,ipv6,DoS,Hulk,DoS/DDoS,? 正确,0.9937
ipv6_Infiltration_Dropbox_795.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9392
DDoS_LOIC-UDP_54.pcap,IPv4,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.8238
Benign_5143.pcap,IPv4,Benign,,Benign,? 正确,0.9763
Benign_10451.pcap,IPv4,Benign,,Benign,? 正确,0.829
BruteForce_FTP-Patator_2930.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Benign_19674.pcap,scion,Benign,,Benign,? 正确,0.8312
ipv6_BruteForce_SSH-Patator_800.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9601
mpls_Benign_4932.pcap,mpls,Benign,,Benign,? 正确,0.9844
scion_Benign_18585.pcap,scion,Benign,,Benign,? 正确,0.8244
mpls_Botnet_Ares_2306.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.9141
geo_DoS_GoldenEye_13178.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9925
ipv6_DoS_GoldenEye_22397.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9121
ipv6_DoS_GoldenEye_27824.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9926
BruteForce_FTP-Patator_4358.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
BruteForce_FTP-Patator_700.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_Botnet_Screenshots_1546.pcap,mpls,Botnet,Screenshots,Benign,? 错误,0.6146
DoS_GoldenEye_6693.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
ipv6_Botnet_Ares_2376.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8886
mpls_DoS_Slowloris_1985.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
ipv6_DDoS_HOIC_135.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.7046
mpls_Botnet_Ares_1346.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.7832
Benign_9889.pcap,IPv4,Benign,,Benign,? 正确,0.9731
DoS_GoldenEye_7602.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
mpls_BruteForce_FTP-Patator_2357.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DDoS_LOIC-HTTP_4597.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
mpls_DoS_Hulk_7976.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9948
ipv6_DoS_Hulk_2502.pcap,ipv6,DoS,Hulk,DoS/DDoS,? 正确,0.9937
geo_DDoS_LOIC-HTTP_71.pcap,geo,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
BruteForce_SSH-Patator_4806.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9589
ipv6_Infiltration_NMAP-Portscan_97.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.942
ipv6_DDoS_LOIC-UDP_2920.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_BruteForce_SSH-Patator_2711.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9575
ipv6_Botnet_Ares_240.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.925
mpls_DDoS_HOIC_3541.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9923
ipv6_DDoS_HOIC_2049.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9923
scion_Infiltration_Dropbox_3095.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.97
mpls_DoS_Slowloris_50.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
mpls_DDoS_LOIC-UDP_75.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
scion_Infiltration_Dropbox_527.pcap,scion,Infiltration,Dropbox,Benign,? 错误,0.8202
ipv6_Botnet_Ares_3314.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9041
mpls_DoS_Slowloris_2010.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
mpls_Benign_7639.pcap,mpls,Benign,,Benign,? 正确,0.9551
ipv6_BruteForce_FTP-Patator_2661.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_DDoS_LOIC-UDP_4154.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9823
mpls_Botnet_Screenshots_1148.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9153
ipv6_Botnet_Ares_2116.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8105
ipv6_Benign_2304.pcap,ipv6,Benign,,Benign,? 正确,0.8072
mpls_Botnet_Ares_1034.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.8194
geo_Benign_14811.pcap,geo,Benign,,Benign,? 正确,0.7858
Botnet_Ares_1410.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.915
scion_Infiltration_NMAP-Portscan_3314.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9676
mpls_DoS_Hulk_6361.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9939
BruteForce_SSH-Patator_4102.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9635
mpls_Benign_3882.pcap,mpls,Benign,,Benign,? 正确,0.9674
ipv6_Infiltration_Dropbox_1002.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9561
scion_Infiltration_NMAP-Portscan_3699.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9492
mpls_DDoS_LOIC-UDP_2301.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
mpls_Botnet_Ares_986.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.8194
DDoS_LOIC-HTTP_2136.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
ipv6_Benign_25729.pcap,ipv6,Benign,,Benign,? 正确,0.801
Benign_9980.pcap,IPv4,Benign,,Benign,? 正确,0.9661
ipv6_Botnet_Ares_1375.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9004
scion_BruteForce_FTP-Patator_1466.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Infiltration_NMAP-Portscan_1413.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9518
DDoS_LOIC-HTTP_218.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
BruteForce_SSH-Patator_193.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9611
scion_Botnet_Ares_1190.pcap,scion,Botnet,Ares,Botnet,? 正确,0.7557
scion_Infiltration_NMAP-Portscan_730.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9613
geo_Benign_13389.pcap,geo,Benign,,Benign,? 正确,0.9761
scion_Infiltration_Dropbox_3338.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9474
ipv6_BruteForce_FTP-Patator_350.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Infiltration_Dropbox_580.pcap,scion,Infiltration,Dropbox,Benign,? 错误,0.7599
mpls_DDoS_LOIC-UDP_2240.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
Benign_4867.pcap,IPv4,Benign,,Benign,? 正确,0.974
mpls_Benign_12003.pcap,mpls,Benign,,Benign,? 正确,0.9811
mpls_DDoS_LOIC-UDP_1320.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_Botnet_Screenshots_3193.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.8996
mpls_Benign_9648.pcap,mpls,Benign,,Benign,? 正确,0.9609
geo_DoS_GoldenEye_18415.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9818
Benign_9354.pcap,IPv4,Benign,,Benign,? 正确,0.9818
mpls_DoS_Slowloris_3430.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9818
mpls_Benign_5899.pcap,mpls,Benign,,Benign,? 正确,0.9592
mpls_DoS_Hulk_6730.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9944
mpls_Benign_11009.pcap,mpls,Benign,,Benign,? 正确,0.9766
DDoS_HOIC_4156.pcap,IPv4,DDoS,HOIC,Benign,? 错误,0.4787
DoS_GoldenEye_8088.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
geo_DDoS_HOIC_3599.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9917
ipv6_Benign_25664.pcap,ipv6,Benign,,Benign,? 正确,0.81
mpls_Benign_13339.pcap,mpls,Benign,,Benign,? 正确,0.7963
mpls_Benign_8581.pcap,mpls,Benign,,Benign,? 正确,0.9832
DoS_GoldenEye_1460.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.8832
scion_Benign_19111.pcap,scion,Benign,,Benign,? 正确,0.9752
scion_Benign_14433.pcap,scion,Benign,,Benign,? 正确,0.7776
mpls_Botnet_Screenshots_1286.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.882
scion_Benign_13776.pcap,scion,Benign,,Benign,? 正确,0.8202
geo_DoS_GoldenEye_15009.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9904
mpls_Benign_4728.pcap,mpls,Benign,,Benign,? 正确,0.9791
geo_DDoS_HOIC_3034.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9927
ipv6_BruteForce_SSH-Patator_2710.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9641
ipv6_Botnet_Ares_1721.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.7056
scion_Infiltration_Dropbox_3751.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9678
ipv6_Botnet_Screenshots_1954.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.8981
ipv6_Benign_28413.pcap,ipv6,Benign,,Benign,? 正确,0.7863
ipv6_BruteForce_SSH-Patator_4349.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9628
Benign_4322.pcap,IPv4,Benign,,Benign,? 正确,0.987
mpls_Infiltration_Dropbox_1421.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.8642
scion_Infiltration_NMAP-Portscan_2839.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9446
mpls_DDoS_HOIC_4354.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9927
BruteForce_FTP-Patator_4469.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DoS_GoldenEye_196.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9946
DoS_GoldenEye_5708.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9925
scion_Infiltration_Dropbox_2482.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9472
ipv6_DDoS_LOIC-HTTP_2452.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9571
Benign_10495.pcap,IPv4,Benign,,Benign,? 正确,0.9739
geo_DDoS_LOIC-UDP_2381.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_Botnet_Screenshots_1586.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.898
ipv6_DDoS_LOIC-HTTP_3510.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
DDoS_HOIC_1023.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
scion_Infiltration_Dropbox_1870.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9761
mpls_DDoS_LOIC-UDP_977.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_DoS_GoldenEye_22998.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9672
scion_Benign_23536.pcap,scion,Benign,,Benign,? 正确,0.979
geo_DDoS_LOIC-UDP_3703.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9823
mpls_Benign_8675.pcap,mpls,Benign,,Benign,? 正确,0.9703
mpls_BruteForce_FTP-Patator_1591.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Infiltration_Dropbox_4281.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9719
ipv6_DoS_Hulk_665.pcap,ipv6,DoS,Hulk,DoS/DDoS,? 正确,0.9943
scion_Benign_23494.pcap,scion,Benign,,Benign,? 正确,0.8095
mpls_DDoS_HOIC_4509.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
ipv6_Botnet_Screenshots_1221.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.9249
Botnet_Ares_503.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.9059
mpls_Botnet_Screenshots_3337.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9004
mpls_Infiltration_Dropbox_3642.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9461
Benign_6996.pcap,IPv4,Benign,,Benign,? 正确,0.9837
geo_Benign_18050.pcap,geo,Benign,,Benign,? 正确,0.9863
Infiltration_Dropbox_774.pcap,IPv4,Infiltration,Dropbox,Benign,? 错误,0.824
Infiltration_Dropbox_4292.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9446
ipv6_Benign_29949.pcap,ipv6,Benign,,Benign,? 正确,0.9621
mpls_Botnet_Ares_2296.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.9147
mpls_Botnet_Screenshots_1719.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9013
mpls_DoS_Hulk_4250.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9941
Botnet_Ares_2391.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.9089
mpls_DDoS_LOIC-UDP_3141.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
scion_BruteForce_FTP-Patator_1510.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Infiltration_Dropbox_3240.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9469
ipv6_Benign_25033.pcap,ipv6,Benign,,Benign,? 正确,0.7682
ipv6_DoS_Hulk_1714.pcap,ipv6,DoS,Hulk,DoS/DDoS,? 正确,0.9902
Botnet_Screenshots_1590.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.8644
ipv6_Botnet_Ares_2756.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9096
BruteForce_SSH-Patator_1629.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9635
ipv6_Infiltration_Dropbox_4187.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9714
geo_DoS_GoldenEye_17187.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
scion_BruteForce_SSH-Patator_2836.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9618
geo_DDoS_LOIC-UDP_4127.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_Benign_10324.pcap,mpls,Benign,,Benign,? 正确,0.9634
mpls_DoS_Hulk_9194.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.994
DoS_GoldenEye_2350.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
mpls_BruteForce_FTP-Patator_2778.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DDoS_LOIC-HTTP_1954.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9749
DoS_GoldenEye_6362.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9923
scion_Infiltration_Dropbox_2767.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9741
mpls_Benign_11896.pcap,mpls,Benign,,Benign,? 正确,0.9733
ipv6_DDoS_HOIC_1533.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9067
mpls_Benign_12798.pcap,mpls,Benign,,Benign,? 正确,0.9723
mpls_BruteForce_FTP-Patator_2228.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DDoS_LOIC-HTTP_4179.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9568
ipv6_Infiltration_NMAP-Portscan_450.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9312
DoS_GoldenEye_2769.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
ipv6_Benign_25068.pcap,ipv6,Benign,,Benign,? 正确,0.9191
mpls_DoS_Hulk_2953.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9948
scion_Botnet_Ares_2658.pcap,scion,Botnet,Ares,Botnet,? 正确,0.9004
BruteForce_FTP-Patator_4142.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Botnet_Screenshots_3262.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.8968
ipv6_DDoS_LOIC-HTTP_4111.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9568
mpls_Benign_9739.pcap,mpls,Benign,,Benign,? 正确,0.9731
Infiltration_NMAP-Portscan_682.pcap,IPv4,Infiltration,NMAP-Portscan,Benign,? 错误,0.7879
Infiltration_NMAP-Portscan_3413.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9487
scion_Botnet_Screenshots_2262.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.9152
BruteForce_SSH-Patator_2931.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9612
ipv6_Botnet_Ares_3322.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8942
DDoS_LOIC-HTTP_3981.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9561
geo_DDoS_LOIC-HTTP_1436.pcap,geo,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
ipv6_DoS_GoldenEye_29985.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
scion_Infiltration_NMAP-Portscan_3810.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9724
DDoS_HOIC_837.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.8058
mpls_Benign_10839.pcap,mpls,Benign,,Benign,? 正确,0.8055
ipv6_DDoS_LOIC-UDP_4308.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
ipv6_Benign_22362.pcap,ipv6,Benign,,Benign,? 正确,0.8027
Benign_10434.pcap,IPv4,Benign,,Benign,? 正确,0.8225
DDoS_HOIC_4621.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
ipv6_Benign_1434.pcap,ipv6,Benign,,Benign,? 正确,0.9543
mpls_DoS_Hulk_7642.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9941
geo_DDoS_LOIC-HTTP_1315.pcap,geo,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9725
mpls_Benign_10703.pcap,mpls,Benign,,Benign,? 正确,0.9773
ipv6_DoS_GoldenEye_23386.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9672
DoS_GoldenEye_7303.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
mpls_BruteForce_SSH-Patator_1168.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9637
ipv6_DDoS_HOIC_1008.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9935
ipv6_Botnet_Screenshots_1855.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.9004
scion_Benign_13816.pcap,scion,Benign,,Benign,? 正确,0.7878
scion_Infiltration_Dropbox_3117.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9685
scion_Benign_23790.pcap,scion,Benign,,Benign,? 正确,0.9631
ipv6_Infiltration_Dropbox_1244.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9629
Infiltration_Dropbox_4037.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.968
geo_DDoS_LOIC-UDP_2133.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
Infiltration_Dropbox_4809.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9732
DoS_GoldenEye_10592.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
geo_DDoS_LOIC-UDP_2869.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
DDoS_LOIC-HTTP_4422.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
ipv6_BruteForce_FTP-Patator_763.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Benign_22488.pcap,ipv6,Benign,,Benign,? 正确,0.8119
Botnet_Ares_1715.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.8814
scion_Benign_16429.pcap,scion,Benign,,Benign,? 正确,0.9638
mpls_DoS_Hulk_3069.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9938
geo_DDoS_LOIC-UDP_3111.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
geo_Benign_16649.pcap,geo,Benign,,Benign,? 正确,0.8355
DDoS_HOIC_2995.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9927
mpls_DoS_Hulk_3397.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9815
mpls_BruteForce_SSH-Patator_1359.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9636
mpls_Botnet_Screenshots_263.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9238
ipv6_DDoS_LOIC-UDP_1501.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9823
mpls_DoS_Hulk_2802.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9929
DDoS_LOIC-UDP_829.pcap,IPv4,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_BruteForce_SSH-Patator_2915.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9638
ipv6_BruteForce_SSH-Patator_4216.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9645
Infiltration_NMAP-Portscan_2187.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9487
BruteForce_FTP-Patator_2262.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DoS_GoldenEye_5141.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
ipv6_BruteForce_FTP-Patator_1361.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_Benign_9959.pcap,mpls,Benign,,Benign,? 正确,0.8368
mpls_Botnet_Screenshots_2500.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.8968
ipv6_DDoS_LOIC-UDP_2775.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9823
scion_Benign_19827.pcap,scion,Benign,,Benign,? 正确,0.9641
ipv6_Botnet_Screenshots_286.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.9095
mpls_Infiltration_Dropbox_352.pcap,mpls,Infiltration,Dropbox,Benign,? 错误,0.7681
DoS_GoldenEye_10433.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
mpls_Botnet_Ares_487.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.9162
DDoS_HOIC_4200.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9928
mpls_DDoS_LOIC-HTTP_2468.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
scion_Botnet_Ares_986.pcap,scion,Botnet,Ares,Botnet,? 正确,0.8194
mpls_Infiltration_Dropbox_2938.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9451
scion_Benign_21888.pcap,scion,Benign,,Benign,? 正确,0.9717
Infiltration_NMAP-Portscan_3133.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9475
geo_DoS_GoldenEye_16650.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9927
ipv6_DDoS_LOIC-HTTP_4426.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9725
mpls_Infiltration_NMAP-Portscan_2347.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9475
ipv6_Infiltration_Dropbox_2457.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.968
mpls_BruteForce_SSH-Patator_173.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9623
